rank,lForm,lemma,pos,subLemma,wType,frequency,pmw,K_acc
310,カウ,買う,動詞-一般,,和,27664,264.4427804,A
1457,カエス,返す,動詞-一般,,和,6509,62.2201438,B
2672,カエリ,帰り,名詞-普通名詞-一般,,和,3364,32.1567927,B
361,カエル,返る,動詞-一般,,和,24094,230.3168143,B
573,カエル,変える,動詞-一般,,和,15971,152.6682926,A
212,カオ,顔,名詞-普通名詞-一般,,和,39604,378.5783644,A
2055,カオリ,香り,名詞-普通名詞-一般,,和,4578,43.761533,A
1761,カカエル,抱える,動詞-一般,,和,5384,51.4661629,B
604,カカク,価格,名詞-普通名詞-一般,,漢,15222,145.508531,A
782,カガク,科学,名詞-普通名詞-サ変可能,,漢,12078,115.4547391,B
1745,カガク,化学,名詞-普通名詞-一般,,漢,5428,51.886763,B
1479,カカゲル,掲げる,動詞-一般,,和,6427,61.4362981,A
2428,カガヤク,輝く,動詞-一般,,和,3776,36.0951395,A
2092,カカリ,係,名詞-普通名詞-一般,,和,4498,42.9968055,B
253,カカル,掛かる,動詞-非自立可能,,和,34223,327.1408789,B
645,カカワル,関わる,動詞-一般,,和,14450,138.1289104,B
2390,カギ,鍵,名詞-普通名詞-一般,,和,3846,36.7642761,B
863,カギリ,限り,名詞-普通名詞-副詞可能,,和,10994,105.092681,B
946,カギル,限る,動詞-一般,,和,10048,96.049778,B
199,カク,書く,動詞-一般,,和,41966,401.1569448,B
1432,カク,核,名詞-普通名詞-一般,,漢,6606,63.1473759,A
2709,カク,掻く,動詞-一般,,和,3306,31.6023652,B
431,ガク,額,名詞-普通名詞-一般,,漢,20391,194.9194887,B
1881,カクジツ,確実,形状詞-一般,,漢,5030,48.0822435,A
1819,カクシュ,各種,名詞-普通名詞-一般,,漢,5218,49.8793532,A
1062,ガクシュウ,学習,名詞-普通名詞-サ変可能,,漢,8983,85.8693427,B
1637,カクス,隠す,動詞-一般,,和,5784,55.2898005,B
1085,ガクセイ,学生,名詞-普通名詞-一般,,漢,8817,84.2825331,B
968,カクダイ,拡大,名詞-普通名詞-サ変可能,,漢,9784,93.5261771,A
2432,カクチ,各地,名詞-普通名詞-一般,,漢,3770,36.0377849,A
2235,カクテイ,確定,名詞-普通名詞-サ変可能,,漢,4158,39.7467134,A
2511,カクトク,獲得,名詞-普通名詞-サ変可能,,漢,3632,34.7186299,A
535,カクニン,確認,名詞-普通名詞-サ変可能,,漢,17182,164.2443556,A
959,カクホ,確保,名詞-普通名詞-サ変可能,,漢,9884,94.4820865,A
1810,カクメイ,革命,名詞-普通名詞-一般,,漢,5238,50.0705351,A
2068,カクリツ,確立,名詞-普通名詞-サ変可能,,漢,4550,43.4938784,A
2386,カゲ,影,名詞-普通名詞-一般,,和,3855,36.8503079,B
488,カゲツ,箇月,名詞-普通名詞-助数詞可能,,漢,18848,180.1698064,
205,カケル,掛ける,動詞-非自立可能,,和,40469,386.8469809,B
996,カコ,過去,名詞-普通名詞-副詞可能,,漢,9475,90.572417,A
2183,カコウ,加工,名詞-普通名詞-サ変可能,,漢,4282,40.9320411,A
2695,カコム,囲む,動詞-一般,,和,3333,31.8604608,A
2119,カサネル,重ねる,動詞-一般,,和,4425,42.2989916,A
2712,カザル,飾る,動詞-一般,,和,3303,31.573688,A
2255,カシ,菓子,名詞-普通名詞-一般,,漢,4107,39.2591996,A
1351,カショ,箇所,名詞-普通名詞-助数詞可能,,漢,7045,67.3438182,A
1907,カシラ,かしら,助詞-終助詞,,和,4981,47.6138479,
917,カズ,数,名詞-普通名詞-一般,,和,10379,99.2138381,B
1483,ガス,ガス,名詞-普通名詞-一般,gas,外,6416,61.331148,A
1134,カゼ,風,名詞-普通名詞-一般,,和,8490,81.1567093,A
2111,カゼイ,課税,名詞-普通名詞-サ変可能,,漢,4436,42.4041416,B
1308,ガゾウ,画像,名詞-普通名詞-一般,,漢,7343,70.1924283,
478,カゾク,家族,名詞-普通名詞-一般,,漢,19101,182.5882572,B
670,カタ,方,名詞-普通名詞-助数詞可能,,和,13896,132.8331722,A
1324,カタ,肩,名詞-普通名詞-一般,,和,7253,69.3321098,B
1646,カタイ,固い,形容詞-一般,,和,5754,55.0030277,A
1120,カダイ,課題,名詞-普通名詞-一般,,漢,8553,81.7589322,B
2252,カタガタ,方々,名詞-普通名詞-一般,,和,4123,39.4121452,B
406,カタチ,形,名詞-普通名詞-一般,,和,21282,203.4366416,A
890,カタル,語る,動詞-一般,,和,10759,102.8462939,A
882,カチ,価値,名詞-普通名詞-一般,,漢,10877,103.974267,A
1532,カツ,勝つ,動詞-一般,,和,6163,58.9126972,B
69,ガツ,月,名詞-普通名詞-助数詞可能,,漢,152090,1453.842628,
1527,カッコウ,格好,名詞-普通名詞-一般,,漢,6195,59.2185882,B
227,ガッコウ,学校,名詞-普通名詞-一般,,漢,38116,364.3544324,B
2564,カッコク,各国,名詞-普通名詞-一般,,漢,3538,33.8200751,A
2288,カッセイ,活性,名詞-普通名詞-サ変可能,,漢,4053,38.7430086,
1254,カツテ,嘗て,副詞,,和,7703,73.6337022,A
1705,カッテ,勝手,名詞-普通名詞-形状詞可能,,和,5542,52.9764997,A
275,カツドウ,活動,名詞-普通名詞-サ変可能,,漢,31440,300.5379199,B
2329,カップ,カップ,名詞-普通名詞-一般,cup,外,3962,37.873131,B
2080,ガッペイ,合併,名詞-普通名詞-サ変可能,,漢,4527,43.2740192,B
1964,カツヤク,活躍,名詞-普通名詞-サ変可能,,漢,4809,45.9696837,B
1265,カツヨウ,活用,名詞-普通名詞-サ変可能,,漢,7654,73.1653066,B
706,カテイ,家庭,名詞-普通名詞-一般,,漢,13306,127.1933067,A
1539,カテイ,過程,名詞-普通名詞-一般,,漢,6139,58.6832789,B
2404,カナシイ,悲しい,形容詞-一般,,和,3823,36.5444169,A
620,カナラズ,必ず,副詞,,和,14966,143.0614029,A
532,カナリ,可成,副詞,,混,17307,165.4392423,B
1897,カニュウ,加入,名詞-普通名詞-サ変可能,,漢,5000,47.7954707,A
454,カネ,金,名詞-普通名詞-一般,,和,19742,188.7156366,A
237,カノウ,可能,形状詞-一般,,漢,36362,347.5877812,A
217,カノジョ,彼女,代名詞,,混,39187,374.5922222,A
1563,カブ,株,名詞-普通名詞-助数詞可能,,和,6064,57.9663469,A
1105,カブシキ,株式,名詞-普通名詞-一般,,混,8604,82.246446,A
2488,カブヌシ,株主,名詞-普通名詞-一般,,和,3674,35.1201119,A
1379,カベ,壁,名詞-普通名詞-一般,,和,6903,65.9864269,A
2083,カマウ,構う,動詞-一般,,和,4513,43.1401919,B
2280,ガマン,我慢,名詞-普通名詞-サ変可能,,漢,4068,38.886395,B
610,カミ,神,名詞-普通名詞-一般,,和,15135,144.6768899,B
1738,カミ,髪,名詞-普通名詞-一般,,和,5451,52.1066222,B
2002,カミ,紙,名詞-普通名詞-一般,,和,4711,45.0328925,A
1567,カメラ,カメラ,名詞-普通名詞-一般,camera,外,6051,57.8420787,A
1454,ガメン,画面,名詞-普通名詞-一般,,漢,6529,62.4113257,A
1809,カヨウ,通う,動詞-一般,,和,5239,50.0800942,A
25,カラ,から,助詞-格助詞,,和,455353,4352.762195,
55,カラ,から,助詞-接続助詞,,和,186686,1784.549049,
2046,カラー,カラー,名詞-普通名詞-一般,color,外,4600,43.9718331,A
1817,ガラス,ガラス,名詞-普通名詞-一般,glas,外,5222,49.9175896,A
370,カラダ,体,名詞-普通名詞-一般,,和,23450,224.1607577,A
1918,カリ,仮,名詞-普通名詞-一般,,和,4933,47.1550114,A
1850,カリル,借りる,動詞-一般,,和,5110,48.8469711,A
1178,カルイ,軽い,形容詞-一般,,和,8169,78.0882401,A
101,カレ,彼,代名詞,,和,92039,879.8094658,A
2804,カレー,カレー,名詞-普通名詞-一般,curry,外,3168,30.2832102,A
688,カワ,川,名詞-普通名詞-一般,,和,13641,130.3956032,A
2603,カワ,皮,名詞-普通名詞-一般,,和,3483,33.2943249,B
475,ガワ,側,名詞-普通名詞-一般,,和,19160,183.1522438,A
1064,カワイイ,可愛い,形容詞-一般,,和,8977,85.8119881,A
1404,カワリ,代わり,名詞-普通名詞-一般,,和,6744,64.4665309,A
293,カワル,変わる,動詞-一般,,和,29331,280.3777903,A
495,カン,感,名詞-普通名詞-一般,,漢,18583,177.6366465,A
2148,カン,巻,名詞-普通名詞-助数詞可能,,漢,4356,41.6394141,A
1418,ガン,癌,名詞-普通名詞-一般,,漢,6652,63.5870942,B
997,カンガエ,考え,名詞-普通名詞-一般,,和,9467,90.4959443,B
92,カンガエル,考える,動詞-一般,,和,98935,945.7289791,B
1376,カンカク,感覚,名詞-普通名詞-サ変可能,,漢,6911,66.0628996,B
281,カンキョウ,環境,名詞-普通名詞-一般,,漢,30685,293.3208038,A
156,カンケイ,関係,名詞-普通名詞-サ変可能,,漢,57596,550.5655863,A
1702,カンゴ,看護,名詞-普通名詞-サ変可能,,漢,5560,53.1485634,B
1228,カンコウ,観光,名詞-普通名詞-サ変可能,,漢,7873,75.2587482,A
1069,カンコク,韓国,名詞-固有名詞-地名-国,,固,8945,85.5060971,A
2450,カンサ,監査,名詞-普通名詞-サ変可能,,漢,3726,35.6171848,B
2815,カンサイ,カンサイ,名詞-固有名詞-地名-一般,,固,3159,30.1971784,A
1482,カンサツ,観察,名詞-普通名詞-サ変可能,,漢,6418,61.3502662,A
2563,カンシ,監視,名詞-普通名詞-サ変可能,,漢,3541,33.8487524,B
440,カンジ,感じ,名詞-普通名詞-一般,,混,20228,193.3613563,A
1990,カンシャ,感謝,名詞-普通名詞-サ変可能,,漢,4752,45.4248154,B
796,カンジャ,患者,名詞-普通名詞-一般,,漢,11896,113.7149839,A
1414,カンジョウ,感情,名詞-普通名詞-一般,,漢,6659,63.6540079,A
1396,カンシン,関心,名詞-普通名詞-一般,,漢,6793,64.9349265,A
225,カンスル,関する,動詞-一般,,混,38191,365.0713644,A
302,カンズル,感ずる,動詞-一般,,混,28494,272.3768285,A
1516,カンセイ,完成,名詞-普通名詞-サ変可能,,漢,6248,59.7252202,A
1986,カンセン,感染,名詞-普通名詞-サ変可能,,漢,4766,45.5586427,A
901,カンゼン,完全,形状詞-一般,,漢,10612,101.441107,A
681,カンタン,簡単,形状詞-一般,,漢,13794,131.8581446,B
1916,カンテン,観点,名詞-普通名詞-一般,,漢,4936,47.1836887,A
2473,カントウ,カントウ,名詞-固有名詞-地名-一般,,固,3690,35.2730574,A
2497,カンドウ,感動,名詞-普通名詞-サ変可能,,漢,3661,34.9958437,B
942,カントク,監督,名詞-普通名詞-サ変可能,,漢,10056,96.1262507,B
801,ガンバル,頑張る,動詞-一般,,混,11856,113.3326202,B
394,カンリ,管理,名詞-普通名詞-サ変可能,,漢,22134,211.5809898,A
840,カンレン,関連,名詞-普通名詞-サ変可能,,漢,11298,107.9986456,A
153,キ,気,名詞-普通名詞-一般,,漢,58440,558.6334617,A
397,キ,機,名詞-普通名詞-助数詞可能,,漢,21735,207.7669112,A
530,キ,期,名詞-普通名詞-助数詞可能,,漢,17359,165.9363152,A
648,キ,木,名詞-普通名詞-一般,,和,14356,137.2303555,B
1734,キ,き,助動詞,,和,5462,52.2117722,
1870,キー,キー,名詞-普通名詞-一般,key,外,5065,48.4168118,A
1549,ギイン,議員,名詞-普通名詞-一般,,漢,6116,58.4634198,A
1222,キエル,消える,動詞-一般,,和,7905,75.5646392,A
1225,キオク,記憶,名詞-普通名詞-サ変可能,,漢,7888,75.4021346,A
1238,キカイ,機会,名詞-普通名詞-一般,,漢,7844,74.9815345,A
1337,キカイ,機械,名詞-普通名詞-一般,,漢,7133,68.1850185,A
2141,ギカイ,議会,名詞-普通名詞-一般,,漢,4364,41.7158868,A
1721,キカク,企画,名詞-普通名詞-サ変可能,,漢,5503,52.6036951,A
414,キカン,機関,名詞-普通名詞-一般,,漢,20900,199.7850676,A
525,キカン,期間,名詞-普通名詞-一般,,漢,17494,167.2267929,A
1845,キキ,危機,名詞-普通名詞-一般,,漢,5133,49.0668302,A
2189,キキ,機器,名詞-普通名詞-一般,,漢,4253,40.6548274,
235,キギョウ,企業,名詞-普通名詞-一般,,漢,36662,350.4555095,A
135,キク,聞く,動詞-一般,,和,67600,646.1947641,A
1743,キク,利く,動詞-一般,,和,5431,51.9154403,A
892,キケン,危険,名詞-普通名詞-形状詞可能,,漢,10736,102.6264347,A
2633,キゲン,期限,名詞-普通名詞-一般,,漢,3442,32.902402,A
1998,キコウ,機構,名詞-普通名詞-一般,,漢,4726,45.1762789,A
1048,キコエル,聞こえる,動詞-一般,,和,9108,87.0642295,A
1408,キサイ,記載,名詞-普通名詞-サ変可能,,漢,6715,64.1893172,A
1114,キジ,記事,名詞-普通名詞-一般,,漢,8575,81.9692323,A
2046,キシャ,記者,名詞-普通名詞-一般,,漢,4600,43.9718331,A
2589,キジュツ,記述,名詞-普通名詞-サ変可能,,漢,3498,33.4377113,A
313,ギジュツ,技術,名詞-普通名詞-一般,,漢,27587,263.7067301,A
678,キジュン,基準,名詞-普通名詞-一般,,漢,13815,132.0588856,A
2718,キズ,傷,名詞-普通名詞-一般,,和,3296,31.5067743,A
1215,キセイ,規制,名詞-普通名詞-サ変可能,,漢,7955,76.0425939,
2669,ギセイ,犠牲,名詞-普通名詞-一般,,漢,3372,32.2332655,A
2092,キセツ,季節,名詞-普通名詞-一般,,漢,4498,42.9968055,A
1213,キソ,基礎,名詞-普通名詞-一般,,漢,7958,76.0712712,A
2101,キソク,規則,名詞-普通名詞-一般,,漢,4474,42.7673872,A
1304,キタ,北,名詞-普通名詞-一般,,和,7372,70.469642,A
751,キタイ,期待,名詞-普通名詞-サ変可能,,漢,12511,119.5938268,A
2726,キチ,基地,名詞-普通名詞-一般,,漢,3290,31.4494197,A
1461,キチント,きちんと,副詞,,和,6503,62.1627892,A
2514,キッカケ,切っ掛け,名詞-普通名詞-一般,,和,3620,34.6039208,B
833,キヅク,気付く,動詞-一般,,混,11448,109.4325098,
1263,キット,急度,副詞,,和,7672,73.3373703,A
369,キテイ,規定,名詞-普通名詞-サ変可能,,漢,23512,224.7534215,A
2791,キニュウ,記入,名詞-普通名詞-サ変可能,,漢,3189,30.4839512,A
1435,キネン,記念,名詞-普通名詞-サ変可能,,漢,6595,63.0422259,A
482,キノウ,機能,名詞-普通名詞-サ変可能,,漢,18949,181.1352749,A
794,キノウ,昨日,名詞-普通名詞-副詞可能,,和,11912,113.8679294,A
2249,キバン,基盤,名詞-普通名詞-一般,,漢,4128,39.4599406,A
1047,キビシイ,厳しい,形容詞-一般,,和,9114,87.121584,A
1144,キブン,気分,名詞-普通名詞-一般,,漢,8439,80.6691955,A
814,キボ,規模,名詞-普通名詞-一般,,漢,11701,111.8509606,A
1054,キボウ,希望,名詞-普通名詞-サ変可能,,漢,9070,86.7009839,A
367,キホン,基本,名詞-普通名詞-一般,,漢,23672,226.2828766,A
1000,キマル,決まる,動詞-一般,,和,9455,90.3812351,A
581,キミ,君,代名詞,代名詞,和,15775,150.7947101,A
2402,キミ,気味,名詞-普通名詞-一般,,漢,3832,36.6304488,A
1187,ギム,義務,名詞-普通名詞-一般,,漢,8125,77.6676399,A
661,キメル,決める,動詞-一般,,和,14049,134.2957136,A
364,キモチ,気持ち,名詞-普通名詞-一般,,混,23768,227.2005496,A
1790,ギモン,疑問,名詞-普通名詞-一般,,漢,5289,50.5580489,B
616,キャク,客,名詞-普通名詞-一般,,漢,15034,143.7114213,A
828,ギャク,逆,名詞-普通名詞-形状詞可能,,漢,11544,110.3501828,B
76,キュウ,九,名詞-数詞,,漢,129710,1239.910101,A
1236,キュウ,急,名詞-普通名詞-形状詞可能,,漢,7846,75.0006526,A
1452,キュウ,旧,名詞-普通名詞-一般,,漢,6538,62.4973575,A
2644,キュウシュウ,キュウシュウ,名詞-固有名詞-地名-一般,,固,3425,32.7398974,A
2822,キュウシュウ,吸収,名詞-普通名詞-サ変可能,,漢,3143,30.0442329,A
163,キュウジュウ,九十,名詞-数詞,,漢,54476,520.7412125,A
1610,キュウセン,九千,名詞-数詞,,漢,5895,56.35086,A
119,キュウヒャク,九百,名詞-数詞,,漢,73149,699.2381775,A
2140,キュウフ,給付,名詞-普通名詞-サ変可能,,漢,4365,41.7254459,A
247,キョウ,今日,名詞-普通名詞-副詞可能,,和,35121,335.7249454,B
2538,ギョウ,行,名詞-普通名詞-助数詞可能,,漢,3587,34.2884707,B
309,キョウイク,教育,名詞-普通名詞-サ変可能,,漢,27757,265.3317761,A
1287,キョウカ,強化,名詞-普通名詞-サ変可能,,漢,7512,71.8079152,A
2594,キョウカ,教科,名詞-普通名詞-一般,,漢,3492,33.3803567,A
1464,キョウカイ,協会,名詞-普通名詞-一般,,漢,6485,61.9907255,A
2334,キョウカイ,教会,名詞-普通名詞-一般,,漢,3949,37.7488628,A
1446,キョウギ,協議,名詞-普通名詞-サ変可能,,漢,6556,62.6694212,A
1686,キョウキュウ,供給,名詞-普通名詞-サ変可能,,漢,5605,53.5787227,A
2527,キョウサン,共産,名詞-普通名詞-一般,,漢,3600,34.4127389,A
1746,キョウシ,教師,名詞-普通名詞-一般,,漢,5423,51.8389675,A
1416,キョウシツ,教室,名詞-普通名詞-一般,,漢,6654,63.6062124,A
1375,キョウジュ,教授,名詞-普通名詞-サ変可能,,漢,6915,66.101136,A
2515,キョウセイ,強制,名詞-普通名詞-サ変可能,,漢,3619,34.5943617,A
683,ギョウセイ,行政,名詞-普通名詞-一般,,漢,13735,131.2941581,B
1477,キョウソウ,競争,名詞-普通名詞-サ変可能,,漢,6436,61.5223299,A
2198,キョウダイ,兄弟,名詞-普通名詞-一般,,漢,4238,40.511441,B
2509,キョウチョウ,強調,名詞-普通名詞-サ変可能,,漢,3636,34.7568663,A
1489,キョウツウ,共通,名詞-普通名詞-サ変形状詞可能,,漢,6376,60.9487843,A
2276,キョウテイ,協定,名詞-普通名詞-サ変可能,,漢,4071,38.9150723,A
1130,キョウト,キョウト,名詞-固有名詞-地名-一般,,固,8495,81.2045047,B
983,キョウドウ,共同,名詞-普通名詞-サ変可能,,漢,9633,92.0827539,A
2413,キョウフ,恐怖,名詞-普通名詞-サ変可能,,漢,3805,36.3723532,A
1172,キョウミ,興味,名詞-普通名詞-一般,,漢,8229,78.6617857,A
816,ギョウム,業務,名詞-普通名詞-一般,,漢,11695,111.793606,B
597,キョウリョク,協力,名詞-普通名詞-サ変可能,,漢,15437,147.5637363,A
1638,キョカ,許可,名詞-普通名詞-サ変可能,,漢,5777,55.2228869,A
561,キョク,局,名詞-普通名詞-助数詞可能,,漢,16280,155.6220527,A
904,キョク,曲,名詞-普通名詞-一般,,漢,10592,101.2499252,A
2157,キョダイ,巨大,形状詞-一般,,漢,4344,41.524705,A
2773,キョヒ,拒否,名詞-普通名詞-サ変可能,,漢,3224,30.8185195,A
