,rank,lForm,lemma,frequency,pmw,roma,syll,mora,K_acc_A,K_acc_B,wType_和,wType_外,wType_漢,pos_副詞,pos_動詞,pos_名詞,pos_形容詞,len_syll_1,len_syll_2,len_syll_3,len_syll_4,len_syll_5,len_mora_1,len_mora_2,len_mora_3,len_mora_4,len_mora_5,len_mora_6,len_mora_7
937,1116,サケ,酒,8568,81.9023186,sake,"['サ', 'ケ']","['サ', 'ケ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
949,1800,サッキ,さっき,5269,50.366867,sakki,"['サッ', 'キ']","['サ', 'ッ', 'キ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
961,2736,サラ,皿,3278,31.3347106,sara,"['サ', 'ラ']","['サ', 'ラ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
981,1301,シアイ,試合,7384,70.5843512,shiai,"['シ', 'アイ']","['シ', 'ア', 'イ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
982,1592,シアワセ,幸せ,5953,56.9052874,shiawase,"['シ', 'ア', 'ワ', 'セ']","['シ', 'ア', 'ワ', 'セ']",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
983,2261,ジイ,爺,4096,39.1540496,jii,['ジイ'],"['ジ', 'イ']",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
989,1723,シオ,塩,5488,52.4603087,shio,"['シ', 'オ']","['シ', 'オ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
992,1515,シカタ,仕方,6266,59.8972839,shikata,"['シ', 'カ', 'タ']","['シ', 'カ', 'タ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1001,2278,シクミ,仕組み,4070,38.9055132,shikumi,"['シ', 'ク', 'ミ']","['シ', 'ク', 'ミ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1010,232,シゴト,仕事,37646,359.8616581,shigoto,"['シ', 'ゴ', 'ト']","['シ', 'ゴ', 'ト']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1033,469,シタ,下,19316,184.6434625,shita,"['シ', 'タ']","['シ', 'タ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1068,1942,シハライ,支払い,4855,46.4094021,shiharai,"['シ', 'ハ', 'ライ']","['シ', 'ハ', 'ラ', 'イ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1075,1923,シマ,島,4922,47.0498614,shima,"['シ', 'マ']","['シ', 'マ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1210,1053,シロ,白,9071,86.710543,shiro,"['シ', 'ロ']","['シ', 'ロ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1255,434,スガタ,姿,20325,194.2885885,sugata,"['ス', 'ガ', 'タ']","['ス', 'ガ', 'タ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1264,2323,スジ,筋,3975,37.9973992,suji,"['ス', 'ジ']","['ス', 'ジ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1280,254,スベテ,全て,34157,326.5099786,subete,"['ス', 'ベ', 'テ']","['ス', 'ベ', 'テ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1287,2012,セ,背,4678,44.7174424,se,['セ'],['セ'],1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1344,2204,セナカ,背中,4231,40.4445273,senaka,"['セ', 'ナ', 'カ']","['セ', 'ナ', 'カ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1381,575,ソウ,そう,15932,152.2954879,sou,['ソウ'],"['ソ', 'ウ']",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1407,2518,ソコ,底,3618,34.5848026,soko,"['ソ', 'コ']","['ソ', 'コ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1415,718,ソト,外,13077,125.0042741,soto,"['ソ', 'ト']","['ソ', 'ト']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1417,1649,ソバ,側,5751,54.9743504,soba,"['ソ', 'バ']","['ソ', 'バ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1419,2348,ソモソモ,抑,3931,37.5767991,somosomo,"['ソ', 'モ', 'ソ', 'モ']","['ソ', 'モ', 'ソ', 'モ']",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1420,1232,ソラ,空,7862,75.1535982,sora,"['ソ', 'ラ']","['ソ', 'ラ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1422,425,ソレゾレ,其々,20503,195.9901072,sorezore,"['ソ', 'レ', 'ゾ', 'レ']","['ソ', 'レ', 'ゾ', 'レ']",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1474,1042,タガイ,互い,9152,87.4848296,tagai,"['タ', 'ガイ']","['タ', 'ガ', 'イ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1489,2121,タダ,只,4414,42.1938415,tada,"['タ', 'ダ']","['タ', 'ダ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1490,2057,タタカイ,戦い,4576,43.7424148,tatakai,"['タ', 'タ', 'カイ']","['タ', 'タ', 'カ', 'イ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1495,970,タチバ,立場,9746,93.1629315,tachiba,"['タ', 'チ', 'バ']","['タ', 'チ', 'バ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1502,1167,タテモノ,建物,8293,79.2735677,tatemono,"['タ', 'テ', 'モ', 'ノ']","['タ', 'テ', 'モ', 'ノ']",0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1513,1486,タビ,度,6389,61.0730525,tabi,"['タ', 'ビ']","['タ', 'ビ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1514,1493,タビ,旅,6367,60.8627524,tabi,"['タ', 'ビ']","['タ', 'ビ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1517,2388,タマ,玉,3847,36.7738352,tama,"['タ', 'マ']","['タ', 'マ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1518,1985,タマゴ,卵,4768,45.5777609,tamago,"['タ', 'マ', 'ゴ']","['タ', 'マ', 'ゴ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1519,2819,タマシイ,魂,3146,30.0729102,tamashii,"['タ', 'マ', 'シイ']","['タ', 'マ', 'シ', 'イ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1522,68,タメ,為,152779,1460.428844,tame,"['タ', 'メ']","['タ', 'メ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1544,1424,チ,血,6625,63.3289987,chi,['チ'],['チ'],1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1553,594,チガイ,違い,15521,148.3667002,chigai,"['チ', 'ガイ']","['チ', 'ガ', 'イ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1555,703,チカク,近く,13360,127.7094978,chikaku,"['チ', 'カ', 'ク']","['チ', 'カ', 'ク']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1557,441,チカラ,力,20112,192.2525014,chikara,"['チ', 'カ', 'ラ']","['チ', 'カ', 'ラ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1564,554,チチ,父,16542,158.1265353,chichi,"['チ', 'チ']","['チ', 'チ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1565,1372,チチオヤ,父親,6938,66.3209952,chichioya,"['チ', 'チ', 'オ', 'ヤ']","['チ', 'チ', 'オ', 'ヤ']",0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1566,1089,チナミ,因み,8756,83.6994283,chinami,"['チ', 'ナ', 'ミ']","['チ', 'ナ', 'ミ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1601,880,ツイタチ,一日,10883,104.0316216,tsuitachi,"['ツ', 'イ', 'タ', 'チ']","['ツ', 'イ', 'タ', 'チ']",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1611,1101,ツキ,月,8613,82.3324779,tsuki,"['ツ', 'キ']","['ツ', 'キ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1612,194,ツギ,次,42491,406.1754692,tsugi,"['ツ', 'ギ']","['ツ', 'ギ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1618,2687,ツクエ,机,3343,31.9560517,tsukue,"['ツ', 'ク', 'エ']","['ツ', 'ク', 'エ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1620,1066,ツクリ,作り,8958,85.6303653,tsukuri,"['ツ', 'ク', 'リ']","['ツ', 'ク', 'リ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1627,2515,ツチ,土,3619,34.5943617,tsuchi,"['ツ', 'チ']","['ツ', 'チ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1637,1088,ツネ,常,8769,83.8236965,tsune,"['ツ', 'ネ']","['ツ', 'ネ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1639,858,ツマ,妻,11054,105.6662267,tsuma,"['ツ', 'マ']","['ツ', 'マ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1642,2399,ツミ,罪,3834,36.6495669,tsumi,"['ツ', 'ミ']","['ツ', 'ミ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1644,852,ツモリ,積り,11138,106.4691906,tsumori,"['ツ', 'モ', 'リ']","['ツ', 'モ', 'リ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1649,177,テ,手,47213,451.3135118,te,['テ'],['テ'],0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1652,2689,テアテ,手当て,3341,31.9369335,teate,"['テ', 'ア', 'テ']","['テ', 'ア', 'テ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1669,1336,テガミ,手紙,7135,68.2041367,tegami,"['テ', 'ガ', 'ミ']","['テ', 'ガ', 'ミ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1671,2536,デキゴト,出来事,3589,34.3075889,dekigoto,"['デ', 'キ', 'ゴ', 'ト']","['デ', 'キ', 'ゴ', 'ト']",0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1685,2546,テラ,寺,3570,34.1259661,tera,"['テ', 'ラ']","['テ', 'ラ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1708,1052,トイアワセ,問い合わせ,9072,86.7201021,toiawase,"['トイ', 'ア', 'ワ', 'セ']","['ト', 'イ', 'ア', 'ワ', 'セ']",0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1742,1521,トオ,十,6223,59.4862429,too,['トオ'],"['ト', 'オ']",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1745,269,トオリ,通り,32098,306.8278038,toori,"['トオ', 'リ']","['ト', 'オ', 'リ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1747,64,トキ,時,162023,1548.79311,toki,"['ト', 'キ']","['ト', 'キ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1748,2078,トキドキ,時々,4528,43.2835783,tokidoki,"['ト', 'キ', 'ド', 'キ']","['ト', 'キ', 'ド', 'キ']",0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1761,88,トコロ,所,108040,1032.764531,tokoro,"['ト', 'コ', 'ロ']","['ト', 'コ', 'ロ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1762,2401,トコロ,所,3833,36.6400079,tokoro,"['ト', 'コ', 'ロ']","['ト', 'コ', 'ロ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1765,1080,トシ,年,8849,84.5884241,toshi,"['ト', 'シ']","['ト', 'シ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1777,1547,トナリ,隣り,6120,58.5016562,tonari,"['ト', 'ナ', 'リ']","['ト', 'ナ', 'リ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1779,2746,トビラ,扉,3265,31.2104424,tobira,"['ト', 'ビ', 'ラ']","['ト', 'ビ', 'ラ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1783,270,トモ,共,32042,306.2924945,tomo,"['ト', 'モ']","['ト', 'モ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1786,739,トモダチ,友達,12796,122.3181687,tomodachi,"['ト', 'モ', 'ダ', 'チ']","['ト', 'モ', 'ダ', 'チ']",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1791,2118,トリ,鳥,4426,42.3085507,tori,"['ト', 'リ']","['ト', 'リ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1794,2554,トリアツカイ,取り扱い,3559,34.0208161,toriatsukai,"['ト', 'リ', 'ア', 'ツ', 'カイ']","['ト', 'リ', 'ア', 'ツ', 'カ', 'イ']",0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1795,2354,トリクミ,取り組み,3921,37.4812081,torikumi,"['ト', 'リ', 'ク', 'ミ']","['ト', 'リ', 'ク', 'ミ']",0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1797,1958,トリシマリ,取り締まり,4820,46.0748338,torishimari,"['ト', 'リ', 'シ', 'マ', 'リ']","['ト', 'リ', 'シ', 'マ', 'リ']",0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1799,756,トリヒキ,取り引き,12470,119.201904,torihiki,"['ト', 'リ', 'ヒ', 'キ']","['ト', 'リ', 'ヒ', 'キ']",0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1809,953,ナ,名,9957,95.1799004,na,['ナ'],['ナ'],1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1818,82,ナカ,中,116641,1114.9823,naka,"['ナ', 'カ']","['ナ', 'カ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1822,1274,ナカマ,仲間,7582,72.4770518,nakama,"['ナ', 'カ', 'マ']","['ナ', 'カ', 'マ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1823,2667,ナカミ,中身,3374,32.2523836,nakami,"['ナ', 'カ', 'ミ']","['ナ', 'カ', 'ミ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1826,1381,ナガレ,流れ,6874,65.7092131,nagare,"['ナ', 'ガ', 'レ']","['ナ', 'ガ', 'レ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1833,811,ナシ,無し,11731,112.1377334,nashi,"['ナ', 'シ']","['ナ', 'シ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1836,994,ナツ,夏,9481,90.6297716,natsu,"['ナ', 'ツ']","['ナ', 'ツ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1839,75,ナナ,七,131055,1252.767083,nana,"['ナ', 'ナ']","['ナ', 'ナ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1844,2477,ナベ,鍋,3685,35.2252619,nabe,"['ナ', 'ベ']","['ナ', 'ベ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1845,1724,ナマ,生,5486,52.4411905,nama,"['ナ', 'マ']","['ナ', 'マ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1846,569,ナマエ,名前,16024,153.1749245,namae,"['ナ', 'マエ']","['ナ', 'マ', 'エ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1847,1568,ナミダ,涙,6050,57.8325196,namida,"['ナ', 'ミ', 'ダ']","['ナ', 'ミ', 'ダ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1849,2309,ナラビ,並び,4018,38.4084403,narabi,"['ナ', 'ラ', 'ビ']","['ナ', 'ラ', 'ビ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1862,1594,ニオイ,匂い,5949,56.8670511,nioi,"['ニ', 'オイ']","['ニ', 'オ', 'イ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1866,1328,ニシ,西,7215,68.9688642,nishi,"['ニ', 'シ']","['ニ', 'シ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1883,1915,ニワ,庭,4937,47.1932478,niwa,"['ニ', 'ワ']","['ニ', 'ワ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1894,2124,ネガイ,願い,4408,42.136487,negai,"['ネ', 'ガイ']","['ネ', 'ガ', 'イ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1896,1354,ネコ,猫,7037,67.2673455,neko,"['ネ', 'コ']","['ネ', 'コ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1918,2447,ノコリ,残り,3733,35.6840984,nokori,"['ノ', 'コ', 'リ']","['ノ', 'コ', 'リ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1924,2099,ノチ,後,4479,42.8151827,nochi,"['ノ', 'チ']","['ノ', 'チ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1933,1660,ハ,歯,5706,54.5441912,ha,['ハ'],['ハ'],0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1934,1895,ハ,葉,5003,47.824148,ha,['ハ'],['ハ'],1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1936,832,バ,場,11470,109.6428098,ba,['バ'],['バ'],0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1938,97,バアイ,場合,96315,920.6841524,baai,"['バア', 'イ']","['バ', 'ア', 'イ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1957,1755,ハコ,箱,5398,51.5999902,hako,"['ハ', 'コ']","['ハ', 'コ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1960,2173,ハシ,橋,4309,41.1901367,hashi,"['ハ', 'シ']","['ハ', 'シ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1962,859,ハジメ,始め,11027,105.4081311,hajime,"['ハ', 'ジ', 'メ']","['ハ', 'ジ', 'メ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1963,1925,ハジメ,初め,4913,46.9638295,hajime,"['ハ', 'ジ', 'メ']","['ハ', 'ジ', 'メ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1967,2694,ハシラ,柱,3335,31.879579,hashira,"['ハ', 'シ', 'ラ']","['ハ', 'シ', 'ラ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1969,335,ハズ,筈,25475,243.5179233,hazu,"['ハ', 'ズ']","['ハ', 'ズ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1974,1801,ハダ,肌,5268,50.3573079,hada,"['ハ', 'ダ']","['ハ', 'ダ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1977,2527,ハタラキ,働き,3600,34.4127389,hataraki,"['ハ', 'タ', 'ラ', 'キ']","['ハ', 'タ', 'ラ', 'キ']",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1981,1440,ハツ,初,6570,62.8032485,hatsu,"['ハ', 'ツ']","['ハ', 'ツ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1998,540,ハナ,花,16968,162.1987094,hana,"['ハ', 'ナ']","['ハ', 'ナ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1999,2164,ハナ,鼻,4334,41.429114,hana,"['ハ', 'ナ']","['ハ', 'ナ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2000,174,ハナシ,話,48837,466.8374807,hanashi,"['ハ', 'ナ', 'シ']","['ハ', 'ナ', 'シ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2003,493,ハハ,母,18720,178.9462424,haha,"['ハ', 'ハ']","['ハ', 'ハ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2004,2018,ハバ,幅,4661,44.5549378,haba,"['ハ', 'バ']","['ハ', 'バ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2005,1659,ババ,婆,5707,54.5537503,baba,"['バ', 'バ']","['バ', 'バ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2006,1026,ハハオヤ,母親,9291,88.8135437,hahaoya,"['ハ', 'ハオ', 'ヤ']","['ハ', 'ハ', 'オ', 'ヤ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2009,1663,ハラ,腹,5682,54.3147729,hara,"['ハ', 'ラ']","['ハ', 'ラ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2013,1296,ハル,春,7417,70.8998013,haru,"['ハ', 'ル']","['ハ', 'ル']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2035,150,ヒ,日,59198,565.8792551,hi,['ヒ'],['ヒ'],1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2036,1325,ヒ,火,7245,69.2556371,hi,['ヒ'],['ヒ'],0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2042,1209,ヒガシ,東,7973,76.2146576,higashi,"['ヒ', 'ガ', 'シ']","['ヒ', 'ガ', 'シ']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2043,806,ヒカリ,光,11794,112.7399563,hikari,"['ヒ', 'カ', 'リ']","['ヒ', 'カ', 'リ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2048,2300,ヒザ,膝,4025,38.4753539,hiza,"['ヒ', 'ザ']","['ヒ', 'ザ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2053,1149,ヒダリ,左,8418,80.4684545,hidari,"['ヒ', 'ダ', 'リ']","['ヒ', 'ダ', 'リ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2054,1972,ビックリ,びっくり,4793,45.8167382,bikkuri,"['ビッ', 'ク', 'リ']","['ビ', 'ッ', 'ク', 'リ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2059,67,ヒト,人,156890,1499.72628,hito,"['ヒ', 'ト']","['ヒ', 'ト']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2062,1994,ヒトコト,一言,4740,45.3101062,hitokoto,"['ヒ', 'ト', 'コ', 'ト']","['ヒ', 'ト', 'コ', 'ト']",0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2063,483,ヒトビト,人々,18947,181.1161567,hitobito,"['ヒ', 'ト', 'ビ', 'ト']","['ヒ', 'ト', 'ビ', 'ト']",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2064,234,ヒトリ,一人,37071,354.365179,hitori,"['ヒ', 'ト', 'リ']","['ヒ', 'ト', 'リ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2066,2335,ヒビ,日々,3948,37.7393037,hibi,"['ヒ', 'ビ']","['ヒ', 'ビ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2084,2171,ヒル,昼,4313,41.228373,hiru,"['ヒ', 'ル']","['ヒ', 'ル']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2090,2783,ヒロバ,広場,3205,30.6368967,hiroba,"['ヒ', 'ロ', 'バ']","['ヒ', 'ロ', 'バ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2112,1447,フクロ,袋,6554,62.650303,fukuro,"['フ', 'ク', 'ロ']","['フ', 'ク', 'ロ']",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2129,1421,フネ,船,6641,63.4819442,fune,"['フ', 'ネ']","['フ', 'ネ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2136,1501,フユ,冬,6324,60.4517114,fuyu,"['フ', 'ユ']","['フ', 'ユ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2140,2802,フリ,振り,3170,30.3023284,furi,"['フ', 'リ']","['フ', 'リ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2150,2219,フロ,風呂,4193,40.0812817,furo,"['フ', 'ロ']","['フ', 'ロ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2180,439,ヘヤ,部屋,20229,193.3709154,heya,"['ヘ', 'ヤ']","['ヘ', 'ヤ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2219,189,ホカ,他,42896,410.0469024,hoka,"['ホ', 'カ']","['ホ', 'カ']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2224,2264,ホシ,星,4094,39.1349314,hoshi,"['ホ', 'シ']","['ホ', 'シ']",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2238,386,ホトンド,殆ど,22554,215.5958093,hotondo,"['ホ', 'トン', 'ド']","['ホ', 'ト', 'ン', 'ド']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
